0	<nul>
1	0
2	1
3	2
4	3
5	4
6	5
7	6
8	7
9	8
10	9
11	京
12	沪
13	津
14	渝
15	翼
16	晋
17	蒙
18	辽
19	吉
20	黑
21	浙
22	皖
23	闽
24	赣
25	鲁
26	豫
27	鄂
28	湘
29	粤
30	桂
31	琼
32	川
33	贵
34	云
35	藏
36	A
37	B
38	C
39	D
40	E
41	F
42	G
43	H
44	甘
45	J
46	K
47	L
48	M
49	N
50	陕
51	P
52	Q
53	R
54	S
55	T
56	U
57	V
58	W
59	X
60	Y
61	Z
62	青
63	宁
64	新
65	苏
